id,path,label,builder_id,materials_count,command_sample,startedOn,finishedOn,time_delta_sec,entropy_b64,subject_digest,tampering_score
provenance.intoto-18515851669#0,tampered_provenance_sample/provenance.intoto-18515851669.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.10,1,[],,,,5.7188,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515853035#0,tampered_provenance_sample/provenance.intoto-18515853035.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.11,1,[],,,,5.7226,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515854362#0,tampered_provenance_sample/provenance.intoto-18515854362.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.12,1,[],,,,5.7168,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,1.0
provenance.intoto-18515855775#0,tampered_provenance_sample/provenance.intoto-18515855775.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.13,1,[],,,,5.7231,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515857218#0,tampered_provenance_sample/provenance.intoto-18515857218.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.14,1,[],,,,5.7151,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515857997#0,tampered_provenance_sample/provenance.intoto-18515857997.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.15,1,[],,,,5.72,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515858795#0,tampered_provenance_sample/provenance.intoto-18515858795.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.16,1,[],,,,5.723,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515861890#0,tampered_provenance_sample/provenance.intoto-18515861890.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.17,0,[],,,,5.7156,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,1.0
provenance.intoto-18515862590#0,tampered_provenance_sample/provenance.intoto-18515862590.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.18,1,[],,,,5.7212,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515863896#0,tampered_provenance_sample/provenance.intoto-18515863896.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.19,1,[],,,,5.7195,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515864403#0,tampered_provenance_sample/provenance.intoto-18515864403.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.20,1,[],,,,5.7255,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-18515866405#0,tampered_provenance_sample/provenance.intoto-18515866405.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.21,1,[],,,,5.7164,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
tampered_provenance.intoto-18515841743#0,tampered_provenance_sample/tampered_provenance.intoto-18515841743.jsonl,tampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.22,1,[],,,,5.7175,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16652718059#0,untampered_provenance_sample/provenance.intoto-16652718059.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7231,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16652769341#0,untampered_provenance_sample/provenance.intoto-16652769341.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7192,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16652819755#0,untampered_provenance_sample/provenance.intoto-16652819755.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7131,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16652871796#0,untampered_provenance_sample/provenance.intoto-16652871796.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.6834,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16652921505#0,untampered_provenance_sample/provenance.intoto-16652921505.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7178,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16652972912#0,untampered_provenance_sample/provenance.intoto-16652972912.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7168,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653023696#0,untampered_provenance_sample/provenance.intoto-16653023696.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.722,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653072990#0,untampered_provenance_sample/provenance.intoto-16653072990.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7199,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653121898#0,untampered_provenance_sample/provenance.intoto-16653121898.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7178,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653171709#0,untampered_provenance_sample/provenance.intoto-16653171709.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7227,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653219035#0,untampered_provenance_sample/provenance.intoto-16653219035.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7162,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653267663#0,untampered_provenance_sample/provenance.intoto-16653267663.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7183,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653316012#0,untampered_provenance_sample/provenance.intoto-16653316012.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7174,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653364310#0,untampered_provenance_sample/provenance.intoto-16653364310.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7203,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653411901#0,untampered_provenance_sample/provenance.intoto-16653411901.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7166,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16653456993#0,untampered_provenance_sample/provenance.intoto-16653456993.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7231,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653505806#0,untampered_provenance_sample/provenance.intoto-16653505806.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7214,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653554493#0,untampered_provenance_sample/provenance.intoto-16653554493.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,0,[],,,,5.7197,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653599309#0,untampered_provenance_sample/provenance.intoto-16653599309.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7221,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16653645476#0,untampered_provenance_sample/provenance.intoto-16653645476.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7169,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653691647#0,untampered_provenance_sample/provenance.intoto-16653691647.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7205,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653737364#0,untampered_provenance_sample/provenance.intoto-16653737364.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7201,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653783767#0,untampered_provenance_sample/provenance.intoto-16653783767.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7178,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653830862#0,untampered_provenance_sample/provenance.intoto-16653830862.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7188,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16653874554#0,untampered_provenance_sample/provenance.intoto-16653874554.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,0,[],,,,5.7241,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16653918719#0,untampered_provenance_sample/provenance.intoto-16653918719.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7118,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16653963567#0,untampered_provenance_sample/provenance.intoto-16653963567.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7206,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654011882#0,untampered_provenance_sample/provenance.intoto-16654011882.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7194,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654058248#0,untampered_provenance_sample/provenance.intoto-16654058248.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7192,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654106107#0,untampered_provenance_sample/provenance.intoto-16654106107.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7208,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654150520#0,untampered_provenance_sample/provenance.intoto-16654150520.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.726,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654196848#0,untampered_provenance_sample/provenance.intoto-16654196848.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7228,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654241242#0,untampered_provenance_sample/provenance.intoto-16654241242.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7173,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654284162#0,untampered_provenance_sample/provenance.intoto-16654284162.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7193,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654327385#0,untampered_provenance_sample/provenance.intoto-16654327385.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7153,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654368603#0,untampered_provenance_sample/provenance.intoto-16654368603.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7158,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654412643#0,untampered_provenance_sample/provenance.intoto-16654412643.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7208,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654453825#0,untampered_provenance_sample/provenance.intoto-16654453825.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7248,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654497634#0,untampered_provenance_sample/provenance.intoto-16654497634.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7202,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654539528#0,untampered_provenance_sample/provenance.intoto-16654539528.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7212,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654580688#0,untampered_provenance_sample/provenance.intoto-16654580688.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.717,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654623500#0,untampered_provenance_sample/provenance.intoto-16654623500.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7189,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0   
provenance.intoto-16654665548#0,untampered_provenance_sample/provenance.intoto-16654665548.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7228,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654707688#0,untampered_provenance_sample/provenance.intoto-16654707688.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.721,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654786891#0,untampered_provenance_sample/provenance.intoto-16654786891.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7181,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654828174#0,untampered_provenance_sample/provenance.intoto-16654828174.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7198,c875e5daa6f492b707b17509310519939332e904c2f25b27136ebdcf8c7e46dd,0.0
provenance.intoto-16654867824#0,untampered_provenance_sample/provenance.intoto-16654867824.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.72,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
provenance.intoto-16654907251#0,untampered_provenance_sample/provenance.intoto-16654907251.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7235,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
untampered_provenance.intoto-16652667214#0,untampered_provenance_sample/untampered_provenance.intoto-16652667214.jsonl,untampered,https://github.com/slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml@refs/tags/v2.1.0,1,[],,,,5.7177,d4e2fda93c836dfb0062f208075d6e0c5da3b2a7c3253f6df02fe59ebebd77bd,1.0
